Nome Escola,Pontuação IRD
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PADRE JOSE GROSSI DIAS,3.777973
ALBERTO SANTOS DUMONT CEMEI,3.217548
JOSE VERISSIMO DE MATOS EMEF,3.027187
MARIO QUINTANA CEMEI,3.397095
DARCY RIBEIRO PROFESSOR CENTRO MUN DE ED INF E ENS FUND,3.480214
CENTRO E ATEND SOCIOEDUC AO ADOLESCENTE II CI,3.579503
ZILDA ARNS NEUMANN DRA CENTRO DE EDUC UNIFICADA,3.773898
JEANETE BEAUCHAMP PROFESSORA EMEIEF,3.445749
ETEC DR CELSO GIGLIO,3.38169
JOSE SARAMAGO CENTRO DE EDUCACAO UNIFICADA,3.569281
JOSE MARQUES DE REZENDE CRECHE,2.801242
ESCOLA PARQUE DO KM 18,3.357331
CENTRO MUN DE ED INFANTIL CARLOS FERNANDES COSTA,3.468507
CEMEI MARIA DA CONCEICAO DA SILVA PAIXAO,3.240905
CEMEI YOLANDA DE SA BATTISTON,3.368317
CEMEI NELLY GRIZI OLIVA,2.710274
ANTONIO BRAZ GAMBARINI DOUTOR,2.69818
JOSE JORGE PROFESSOR,3.308711
FERNANDO BUONADUCE PROFESSOR,3.10794
WALTER NEGRELLI,2.910346
GABRIELA MARIA ELISABETH WIENKEM IRMA,2.549246
SAO PAULO DA CRUZ,2.647929
PAULO FREIRE EDUCADOR,2.591147
CLAUDINEI GARCIA PROFESSOR,3.236061
ANTONIO CARLOS DA TRINDADE,2.297066
JOSE EDSON MARTINS GOMES PROFESSOR,2.885175
DIRETOR RICARDO GENESIO DA SILVA,3.383201
JOSE AMBROSIO DOS SANTOS,2.472395
PINGO DE GENTE EMEI,3.114724
NILCE DELFINI DIZIOLA PROFA EMEF,4.168451
BENJAMIN CONSTANT,2.893497
OSVALDO MARTINS,2.374667
DOM BOSCO,3.236675
HOLANDA ZOCATELLI BENITO CRECHE E PRE ESCOLA,2.631798
FRANCISCA DASSI DE PIERI PROFA EM,3.419772
MARIA APARECIDA COLTRI NICOLINO PROFA CRECHE,2.566395
MAX WIRTH EMEF,4.0798
ALICE BERNARDES SILVA PROFA EMEFI,3.91095
CARMEN NAPOLI DE CASTRO PROFA EMEF,4.170775
BENEDICTO MOACYR LORDELLO FILHO EMEI,3.44974
VICENTE GUALTIERI DR CRECHE,2.382431
YAEKO SASAKI CRECHE,1.26501
YONE FORTUNATO PERSIN CRECHE,1.345386
GETULIO VARGAS DR EMEF,3.722954
ROSA RUTH RUGGIA MARTINS PROFA EMEFI,4.186499
LUZIA HELENA FARIAS GALASSI PROFESSORA CRECHE,2.118968
PENITENCIARIA COMPACTA DE OSVALDO CRUZ,2.979148
CAMILA NABAS BAPTISTA CENTRO EDUCACIONAL INFANTIL,2.832298
PENITENCIARIA DE OSVALDO CRUZ - SEMIABERTO,2.534453
AMIM JUNDI ETEC,4.151353
MARIA APARECIDA LOPES PROFA,1.714815
HORACIO SOARES,2.814723
DOMINGOS CAMERLINGO CALO,2.411461
JACINTO FERREIRA DE SA ETEC,3.989049
JOSEPHA CUBAS DA SILVA PROFESSORA,2.869779
ESMERALDA SOARES FERRAZ PROFESSORA,2.473381
MARIA DO CARMO ARRUDA DA SILVA PROFESSORA,2.850964
JUSTINA DE OLIVEIRA GONCALVES PROFESSORA,3.137712
ORLANDO QUAGLIATO,2.478028
DALTON MORATO VILLAS BOAS PROFESSOR,2.040545
VIRGINIA RAMALHO,2.808234
JOSE AUGUSTO DE OLIVEIRA PROFESSOR,4.029841
ALBERT SABIN NEI,0.898033
MARIO DE ANDRADE NEI,1.385611
ABELARDO PINTO EMEI,3.312629
CLARA AUGUSTA DE NORONHA EMEI,2.741654
ERICO VERISSIMO EMEI,3.151002
JUDITH LEONIS VILLAS BOAS EMEI,2.164941
SALEM ABUJAMRA DOUTOR EMEF,2.921075
EVANI MAIORAL RIBEIRO CARNEIRO PROFESSOR EMEF,2.921496
JENNY MORAES FERREIRA DE SA NEI,1.04119
BENEDITA FERNANDES CURY NUCLEO DE EDUCACAO INFANTIL,1.206945
MARUPIARA NUCLEO DE EDUCACAO INFANTIL,0.884058
NHANDEARA NUCLEO DE EDUCACAO INFANTIL,3.335016
ORLANDO QUAGLIATO EMEI,1.688312
VINICIUS DE MORAES EMEI,2.720719
ANGELINA PERINO EMEI,1.851409
VIRIATO CORREIA EMEI,1.343874
MONTEIRO LOBATO EMEI,0.909494
MANUEL BANDEIRA EMEI,2.718944
MARIA JOSE FERREIRA EMEI,2.524617
ENRY CESAR CURY NEGRAO NEI,2.751869
AYRTON SENNA DA SILVA NEI,1.121018
CURUPIRA NEI,3.170807
PACHECO CHAVES EMEI,3.944099
CURUMIM NUCLEO DE EDUCACAO INFANTIL,2.71924
JOSEFINA DA SILVA E SA DONA EMEI,1.991231
ADELAIDE MANTOVANI ALVES DA SILVA NEI,2.002288
CARLOS FERREIRA FELIPE VEREADOR NEI,2.287785
MARIA BRAZ NEI,1.771429
DOROTHILDES BONONI GONCALVES PROFA EMEF,3.436313
GEORGINA AMARAL SANTOS LOPES EMEF,3.661343
ADELAIDE PEDROSO RACANELLO PROFA EMEF,2.851361
JANDIRA LACERDA ZANONI PROFA EMEF,3.521047
JOSEFA NAVARRO LEMOS PROFA EMEF,3.223789
NILSE DE FREITAS PROFA EMEF,3.314636
FRANCISCO DIAS NEGRAO PROF EMEF,3.243203
MIGUEL FARAH JORNALISTA EMEF,3.556686
PAULO FREIRE PEDAGOGO EMEF,3.300078
AMELIA ABUJAMRA MARON PROF EMEF,3.291719
JORGE HERKRATH PROF EMEF,2.964427
ALVARO RIBEIRO DE MORAES VEREADOR VICO NEI,2.899701
CENTRO DE RESSOCIALIZACAO DE OURINHOS,3.716726
VERA LUCIA FERREIRA DE MOURA ROCHA PROFESSORA NEI,2.414991
JOSE ALVES MARTINS PROFESSOR EMEF,3.196877
DULCINEIA APARECIDA SILVESTRINI MARTINS NEI,2.36142
PROFESSOR PEDRO ANTONIO FERRAZ DE ANDRADE,2.379376
PROFESSOR NORIVAL VIEIRA DA SILVA,1.918733
NEI PROFESSORA HILDA KORTZ AMARAL SANTOS,0.969388
ITAIPAVA EMEI,2.47527
ARY CORREA DOUTOR,2.186758
JOSE PASCHOALICK PROFESSOR,2.666221
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NAIR ROSA CORADO,1.629326
SANSARA SINGH FILHO PROFESSOR,2.484851
PARAISO INFANTIL EMEI,2.891748
JOSE DE SOUZA CABRAL EMEF,2.62947
EMEF LAIZ TEREZINHA BILIAZI PINHEL,2.601813
OLGA APARECIDA NUNES DA SILVA EMEI,2.902839
FERDINANDO IENNY,2.517253
CENTRO DE EDUCACAO E ESPECIAL E REABILITACAO,3.624365
AURORA DALVA ARANTES DE CARVALHO EMEI,4.111981
JULIA ROSEIRA JERONIMO PROFA EMEF,4.445318
CRECHE ESCOLA MUNICIPAL CARROSSEL,4.279059
NELSON DE PAULA PROF EMEF,3.830606
JOEL AGUIAR PROF,2.6214
JOSE FRANCISCO FERREIRA DR EMEI,3.032529
MANOEL TEIXEIRA JUNIOR EMEF,4.013493
FRANCISCA PARDO SALATA PROFA CENTRO DE EDUCACAO,3.629559
FRANCISCO BACELAR NETO PROF CEI,3.689202
RACHID MUSTAFA CEI,3.089527
PENITENCIARIA OZIAS LUCIO DOS SANTOS,3.531583
CENTRO DE PROGRESSAO PENITENCIARIA DE PACAEMBU,2.388853
CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA DEOLINDA BAPTISTA RAMI,3.130308
BENTO FERRAZ DOUTOR,3.639073
ANIDERCI SOARES VIEIRA EMEI,4.152618
DUPLO CEU CRECHE MUNICIPAL DE,1.925466
VALENTIM ALVARES EM,3.869896
AUREA SOARES SONEGO PROFA EMEB,3.041615
ANDRELINA COLOMBO MOTTA CENTRO MUNICIPAL EDUCACAO INFANTIL,3.91161
JUDITH ALVES PROFA CEMEI,2.376277
IZALTINA VICENTE ALVES PROFA EMEB,3.650149
JOAO GOMIERI SOBRINHO,3.171116
ARISTIDES PORTUGAL BERNARDES EMEI,3.096755
RAUL DE CARVALHO VEREADOR EMEF,3.855763
ANTONIO HUMBERTO GOMIERI VEREADOR EMEF,3.524019
CARMEM RUETTE DE OLIVEIRA CENTRO DE EDUCACAO INFANTIL,3.134467
PROFESSORA APARECIDA MATILDE TURIM BALDO,3.203622
CEMEI PROFESSORA SANTA JULLIATTO,3.120625
ORESTES FERREIRA DE TOLEDO,2.891408
FRANCISCO AUGUSTO CEZAR SERAPIAO PROF EMEF,4.068323
MINERVINA BARBARA CARDOSO ESCOLA MUNICIPAL,3.420685
DISNEI ANTONIO MONZANI PROF EM,4.119752
JOSE JOAQUIM BITTENCOURT CEL,2.996089
ADALGISA CAVEZZALE DE CAMPOS PROFA,2.710765
OSWALDO MOREIRA DA SILVA PROF,2.613507
PAULO MOREIRA EMEI,1.844477
MIGUEL BUENO VIDAL VEREADOR EMEF,2.491497
MARIA JOSE LEAO REGO GONCALVES EMEIEF,2.47543
HORACIO DA SILVA LEITE EMEIEF,1.863678
MARIA EULALIA VIEIRA SCALLA EMEF,2.695714
ELISABETE SOARES GARCIA EMEIEF,2.754954
MARIO ANTONIO VERZA PROF ETEC,3.71423
TUTTI MAMA CRECHE MUNICIPAL,1.539208
LIDIO TRONCO CRECHE MUNICIPAL,1.888438
ILSE MARIA LUSIA ZORRER FRANCO PROFA EMEI,1.952381
ANNA BEATRIZ ORTEGA MONTEIRO EMEI,1.802484
LUCIO ANTUNES DOM,2.491977
JOAO BRASIO,2.012304
MARIA LUIZA DE OLIVEIRA SILVA EMEI,2.283184
IDOLO GUASTALDI EM,3.95117
KEYLA MARIA GAZOLLA EMEI,2.044837
OPHELIA SCHIPA DE OLIVEIRA PROFA EM,3.133147
ARMANDO RIBEIRO BEL EM,3.614187
LOURDES PERES MARTINS PROFA EM,2.938859
MARIA IGNES MESQUITA SERVA MOLON PROFA EMEI,2.653949
ABENER AUGUSTO PIRES PROF ESCOLA MUNICIPAL,3.57035
BALAO MAGICO EMEI,3.326582
EMEI GIRASSOL,3.544569
AUGUSTO TORTOLERO ARAUJO ETEC,4.075431
DIVA FIGUEIREDO DA SILVEIRA,3.067978
ISIDORO BAPTISTA,2.866669
MARIA ANGELA BATISTA DIAS PROFA,3.707334
DONA COTA EMEI,1.607697
LEONOR MENDES DE BARROS DONA EMEI,2.442183
MARIA ANTONIA TORRES GOBBI ALFREDO PROFA EMEI,2.836723
MARILDA DE LIMA VITOR FARIA PROFA EMEI,2.964925
RUTHNEA DE CASSIA SOUZA PROFA EMEI,3.223602
ANTONIO NOGUEIRA CORONEL EMEF,2.721637
THEREZINHA DE LOURDES CACAO GOYA PROFA EMEF,2.647238
IVONY AFFINI MATHEUS PROFA EMEIF,2.895211
ANTONIO MAZZEI PROF EMEF,2.144083
CLEIA CACAPAVA SILVA PROFA EMEF,2.266133
HELENA WIRGUES RAMOS PROFA EMEF,2.203833
SIDNEI GOMES SALOMAO PROF EMEF,3.354998
ARCO IRIS ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,3.190821
BEIJA FLOR EMEI,2.621118
IRMA LUCIA ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,3.82904
MARIA PEREIRA BRISO DONA EMEI,3.796963
CELIO RODRIGUES SIQUEIRA PROF EMEF,2.850332
ALEXANDRINA PENNA EMEF,2.775653
DOMINGOS PAULINO VIEIRA EMEIF,2.977288
OSORIO LEMAIRE DE MORAIS PROF EMEF,2.212191
BEM ME QUER EMEI,4.254658
PENITENCIARIA DE PARAGUACU PAULISTA,3.892971
ALGODAO DOCE EMEI,3.356366
EDUARDO JOSE DE CAMARGO CORONEL,3.072408
CERQUEIRA CESAR DOUTOR,3.057099
GERALDO MARTINS DOS SANTOS PROFESSOR,3.161448
SANTINHA MOURA DONA EMEI,3.650496
BAIRRO DO COMERCIO NEI,3.619424
BAIRRO CAPITAO MANECO NEI,5.0
HILDA OLIVEIRA IRMA CRECHE MUNICIPAL,3.913043
IRENE ALVES LOPESIRMA ZOE EMEF,3.720423
OTACILIA DOMINGUES EMEIEF,2.852271
GERALDO MARTINS DOS SANTOS PROF EMEIEF,3.814794
EMEIEF JOSE CANDIDO DOS SANTOS,3.213665
ROSA DE MOURA FARIA EMEF,3.498168
JOAQUIM CANDIDO DA SILVA NEI,2.039337
MARIA TERESA CESAR TEIXEIRA PROFA NEI,3.236872
BAIRRO DO CEDRO NEI,1.146245
BAIRRO DO ITAPEVA NEI,3.73913
BAIRRO DO SALTO NEI,1.929902
BAIRRO DO CEDRO,1.939167
CAROLINA DE QUADROS TOLEDO PROFESSORA,2.326052
HELIO DE SOUZA CASTRO PROFESSOR EMEFEI,4.017172
MARIA FRANCO DE SOUSA PENARIOL PROFESSORA EMEF,4.044661
VILSON VILELA ROSA PROF CEMEI PROINFANCIA,3.807306
ANTONIO LUIZ DUARTE,3.090062
HOLAMBRA II,3.367472
EMEIF JOSE LIBANEO DE OLIVEIRA,3.046929
JOSE GONCALVES MENDES EMEF,2.81386
HOLAMBRA II EMEF,3.562176
BAIRRO SERRINHA DA PRATA EMEF,1.953325
BAIRRO POSTO RANCHO TIBIRICA EMEF,2.409693
ANTONIO LUIZ DUARTE EMEF,3.694954
DAISY APARECIDA ESPOLAOR TREVISANI EMEIF,3.072774
PEDRO LEME DE ALMEIDA CENTRO DE EDUC INFANTIL,3.365129
MIGUEL AMARO BATISTA CENTRO DE EDUC INFANTIL,3.224379
LUCILENE VIEIRA CENTRO DE EDUC INFANTIL,1.448607
LAZARO THEODORO MENCK CRECHE,1.708075
MAURICIO AUGUSTO CLARO CENTRO DE EDUCACAO INFANTIL,2.223801
JOSE RIBEIRO PREFEITO,1.944738
ESCOLA MUNICIPAL EDISON RODRIGUES DOS SANTOS JUNIOR,2.881544
PARAPUA DE,2.671568
MARIA HELENA BASSO ANTUNES PROFESSORA,2.684237
PARAPUA EMEI DE,3.508565
BAIRRO CORREGO RICO EMEF DO,3.103307
ROUPEIRO SANTA RITA DE CASSIA CRECHE,1.73913
VILA SANTA HELENA EMEF,3.270425
ZIZI PEREIRA DE SOUZA PROFA EMEF,3.962809
NAPOLEAO CORULE,2.254476
ROSITA PRESTES DA ROCHA EMEI,3.074865
JOAO CORULLI PREFEITO EMEF,3.618911
ERNESTINA NOGUEIRA CESAR PROFA EMEF,3.767355
LUIZA RODER ALVES CRECHE MUNICIPAL,3.127329
CRECHE MUNICIPAL JOSE MARTINI NETO,3.429089
MILCIO BAZOLI PROFESSOR,2.260146
MANOEL CAMILLO JUNIOR PROFESSOR,2.158777
JOSE VICENTE BERTOLI PROFESSOR,2.44703
ABELHINHA EMEI,4.511673
MANUEL JOSE MARTINS EMEIF,3.668996
EMEIF ELVIRA FERNANDES LOURENCO,3.036891
BAIRRO SENADOR DANTAS EMEIF,4.096273
SIDNEY CONCEICAO MEDEIROS EGYDIO PROF EMEF,3.794587
MILCIO BAZOLI EMEF,3.803608
MOACYR PINTO SANTIAGO EMEF,3.971943
VARGAS PRESIDENTE EMEF,4.078924
ALDEIA PINDO TY,3.181204
ALDEIA ARACA MIRIM,2.559006
ESTEPHANO ORLANDO PAULOVSKI PROFESSOR,2.493842
CECILIA MEIRELES,2.588525
IRENE ZANETI FONSECA EMEF,3.840716
EMEI CECILIA LOCATELLI PRETTE,2.639752
JORGE FALEIROS,2.730242
GERCYRA DE ANDRADE PROFA EMEI,3.73706
LUIZ ANDRADE DE FREITAS PROF EMEB,3.127055
IRMAOS MATOS EMEB,3.074323
ROSA MARIA DE ANDRADE DE FREITAS PROFA C E MUNICIPAL,2.278498
INES DO COUTO ROSA VILELA PROFESSORA CRECHE MUNICIPAL,2.640861
ORLANDO GUIRADO BRAGA PROF,2.395731
LUIZ APARECIDO GIACOMAZZI CRECHE MUNICIPAL,3.485507
GILBERTO BARROS EMEI,2.810171
RAQUIEL JANE MIRANDA EMEF,2.97594
NITA TENORIO DE MELO CRECHE MUNICIPAL,2.765345
ESCOLA MUNICIPAL PROFESSORA MARIA ELISA BREGA,4.165268
ESCOLA MUNICIPAL FELIPE MACEDO DE BARROS,4.390425
FRANCISCO DE ARAUJO MASCARENHAS DOUTOR,2.448462
PORPHYRIO DA PAZ GENERAL,3.132301
NUCLEO HABITACIONAL JOSE PAULINO NOGUEIRA,2.31481
JOSE NARCISO VIEIRA EHRENBERG PADRE,3.062942
EMEI CAROLINA ROTHER FERRAZ,3.895689
EMEI PREFEITO JOSE PAVAN,3.849206
EMEI JOSE PAULINO NOGUEIRA,3.955487
EMEI RACHEL BALISTA AMATTE,4.146739
EMEI VITORIA RIVABEN PIGATTO,4.121562
CEMEP PROFESSOR OSMAR PASSARELLI SILVEIRA,3.651548
EMEFM VEREADOR ANGELO CORASSA FILHO,3.644665
EMEI PADRE JOSE DE ANCHIETA,3.563665
EMEI FERDINANDO VIACAVA,3.113665
EMEI NEUSA APARECIDA PEREIRA CARON,3.386335
EMEI FRANCISCA RUBINO LOZANO ARAUJO,4.58233
EMEI ROSA VASSALO SECOMANDI,3.49919
EMEF PROFESSOR DOMINGOS DE ARAUJO,3.267213
EMEF PREFEITO JOSE LOZANO ARAUJO,3.49752
EMEF OADIL PIETROBON,4.204781
EMEF PROFESSORA FLORA APARECIDA TOLEDO LIMA,3.317158
EMEF YOLANDA TIZIANI PAZETTI,3.893916
EMEF SOL NASCENTE,4.189959
EMEF PROFESSOR DOUTOR JOSE DALMO FAIRBANKS BELFORT DE MATTOS,3.954168
ESCOLA TECNICA DE PAULINIA ETEP,3.821361
ESCOLA MUNICIPAL LEONOR JACINTO DE CAMPOS PIETROBOM,3.769521
EMEI ANGELINO PIGATTO,3.044502
EMEFM MAESTRO MARCELINO PIETROBOM,3.436853
EMEF PROFESSORA MARIA APARECIDA CAPUTTI BERALDO,4.16327
JOSE PAULINO NOGUEIRA CRECHE,4.102548
FRANCISCA RUBINO LOZANO DE ARAUJO CRECHE,4.320723
ANGELINO PIGATTO CRECHE,3.178492
FERDINANDO VIACAVA CRECHE,4.19822
ROSA VASSALO SECOMANDI CRECHE,4.15322
CRECHE RACHEL BALISTA AMATTE,3.509034
JOSE PAVAN PREFEITO CRECHE,4.029235
NEUSA APARECIDA PEREIRA CARON CRECHE,2.946027
CRECHE VITORIA RIVABEN PIGATTO,3.461158
LIDIA GEORGE VEDOVELLO CRECHE,4.626784
BENEDITO DIAS DE CARVALHO JUNIOR CRECHE,3.640584
CAROLINA ROTHER FERRAZ CRECHE,4.563433
PALMA FRANCABANDEIRA ARGENTIN CRECHE,4.389409
AQUILINA GRANCHI PIVA II CRECHE,3.749801
EMESFM VITOR SZCZEPANSKI E SOUZA SILVA,3.945101
CRECHE PADRE ANTONIO CAETANO MAGALHAES,4.524845
MARIA APARECIDA DE MATOS BUENO CRECHE MUNICIPAL,4.399586
JOSE DE ANCHIETA PADRE CRECHE,3.56415
EMEI EXPEDICIONARIO ANISIO DRESDE,3.767675
EMEI DONA ITELA FERRO SOLDERA,3.686863
EMEI REGINA COELI OSTI,4.693676
ANTONIA JOANA BARSI FERRARI CRECHE,4.390528
JULIO PERINI CRECHE,4.649512
EMEI ALCIDES BARBUTTI,3.181908
ESCOLA MUNICIPAL BEATRIZ FADIN DA SILVA,3.754981
ESCOLA MUNICIPAL REGINA MARIA MATTOS DE SOUZA,4.384705
ESCOLA MUNICIPAL NELSON ALVES ARANHA NETO,3.952073
PARQUE DOS SERVIDORES,2.462982
ESCOLA MUNICIPAL PROFESSORA ODETE EMIDIO DE SOUZA,2.603317
EMEF MARIA REGINA FERREIRA DE MATTOS MOURA,3.057065
PROF ADELIA CRISTINA BORGATO GRYSZCZENKO,2.426288
ESCOLA MUNICIPAL PROFESSORA JANDYRA ORAGGIO SALVADOR,3.484779
ESCOLA MUNICIPAL PROFESSORA ELVIRA CASSIA DE OLIVEIRA,3.257444
ARACY SANTINHO BARBERI PROFA,2.826863
CRECHE MUNICIPAL APARECIDA GOMES FREITAS,2.767426
SEBASTIAO DE OLIVEIRA ROCHA PADRE EMEF,4.150741
JULIETA ASSUMPCAO FERREIRA DO NASCIMENTO EMEI,4.412156
CRECHE ESCOLA MUNICIPAL DE EDUCACAO INFANTIL EMILIA HELENA PINHEIRO CORREIA,2.741977
NELSON ALVES TREMURA PROF,2.98366
JOSE SILVEIRA EM,2.167519
VICENTE LUIZ DA COSTA EMEB,3.655833
JOSE FRANCISCO RODRIGUES EMEB,2.470356
ADOCRECINO COSTA PROFESSOR CRECHE MUNICIPAL,2.091467
CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA SANDRA ELI MAZETO FABRES,3.259144
ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR DOUTOR NIVALDO DIAS DE SOUZA,2.191335
ANCHIETA,2.182971
NEUSA CESTARI FABRI PROFESSORA,2.595294
ALVA FABRI MIRANDA PROFESSORA,2.181677
JOAO CHAMMAS COMENDADOR,2.42758
EMEI PROFESSORA GUILHERMINA FARIA E CCI NEUSA CARDOSO FELICIO MATURANA,3.236523
CASA DA CRIANCA EMEI,3.701863
EMEI PROFESSORA GEORGINA DEL BIANCO PINHEIRO E CCI IRMA JOANA,3.553588
MARIA ANGELA PISANI MEGNA PROFA EMEI,4.23913
FAUSTINA MARIA REGIANE NOZELLA EMEIF,2.351375
SANTA RITA EMEI,2.670807
ELIAZAR BRAGA EMEF,3.426877
CELSO MONSENHOR EMEF,3.24411
EMEI PROFESSORA LUZIA AFONSO DIAS DE MARCO E CCI DELFINA TRAZZI BERTOLINI,3.345885
MARIA ELENA PEREIRA BERTOLINI EMEF COHAB,3.670726
MARIA JOSE NACHIF STANCARE PROFA EMEI,2.139752
JOAO ANTONIO CARMINATO EMEF,1.546529
CHRISTINA CECILIA LUPORINI DE FREITAS PEREIRA PROFA EMEIF,2.259647
ZILDA MASCARO PROFA EMEF,2.400917
ANNA RUIZ FERNANDES FURLANI PROFA EMEF,3.26087
FLORESTAN FERNANDES EMEI,3.426501
AGNES FATIMA MONTEIRO GERMANO PROFA CMEI,3.73936
MARIA DO CARMO COVIELO PEREIRA CMEI,2.648971
MARIA DE CAMPOS PIRES MACIEL PROFESSORA,2.649672
CMEI PROFESSORA MARIA ANTONIA PEREIRA TINCANI,2.580636
PROFESSORA VALERIA ELIANE MINGUILI,1.769236
ANTONIO SIMOES PROF EMEIF,2.568428
FLORA FERRO PROFA CMEI,2.123632
NOEMIA KUESTER PISANI GERULIS PROFESSORA,2.086568
DINAH DE MORAES E SEIXAS PROFESSORA,3.05566
ESMERALDA LEONOR FURLANI CALAF PROFESSORA,3.044192
JOAO APOCALIPSE PROFESSOR,2.60397
ALGODAO DOCE ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,3.451863
BAIRRO DOS LIMAS EM,2.267977
PEDRA BELA EM,3.923125
BAIRRO ESTIVA DO CAMPESTRE EM,3.110766
BAIRRO DO CAMPO EM,2.861962
BAIRRO DA CAMPANHA EM DO,3.453028
BAIRRO DO CORREGO RASO EM,2.755943
BAIRRO DE PITANGUEIRAS DE CIMA EM,2.389163
BAIRRO DE PITANGUEIRAS DE BAIXO EM,3.750751
EMEI CRECHE LOURDES JOSE DA SILVA ADAMI,2.356665
HILDA BERTONCINI RODRIGUES PROFESSORA,2.633126
ELZA RODRIGUES DE LIMA PROFA EMEIF,4.069826
ARTUR BELEM JUNIOR,2.206355
JOSE VICENTE MACHADO NETTO DR,2.532069
JOSE RIBEIRO DE BARROS PROF,2.27878
EMEB ALFREDO DE ALMEIDA,3.267726
EDIVALDO FERREIRA NUNES EMEB CRECHE,2.968944
BAIRRO SANTA CRUZ DO EMEB,3.629227
VILA PRIMAVERA CENTRO SOCIAL DA EMEB,3.643153
IRANI DE ALMEIDA COSTA EMEB CRECHE,3.795081
MARIA MADALENA STRAIOTO DE SOUZA PROFA EMEB,3.627674
IZAURA ROQUE QUERCIA EMEB,2.308939
EURIPEDES BARSANULFO EMEB CASA DA CRIANCA,2.459167
ALAIDE CRISTINA ULSON QUERCIA EMEB CRECHE MUNICIPAL,3.488718
FRANCISCO EXPEDITO DA SILVA PROFESSOR EMEB CRECHE,2.579858
CESAR GARDINI PADRE EMEB,3.753607
ELISEU ALVES TEIXEIRA EMEB,2.602595
EMEB CRECHE AMELIO BRANQUINHO,3.054103
MARIA APARECIDA SALES MANREZA PROFA,2.210941
CRECHE MUNICIPAL WALKYRIA THOMAZINI CAVICCHIA,0.900621
JOAO PEDRO DE GODOY MOREIRA CEL,2.524514
SYLVIO DE AGUIAR MAYA DR,3.279338
JOAO ALVARENGA PROF,2.846925
JOAO EMILIO BEGALLI EMEM,4.082439
SAO BENEDITO EMEI,3.333884
NELI DE FATIMA PETEAN POZZEBOM EMEI,2.172188
ANGELINA FERRI MARCHIORI CIMEI,2.690772
BENEDITA LAGO CIMEI,2.741092
JESUS MENINO CIMEI,2.315015
MARIA HELENA FERRARESSO ARMIGLIATO PROFA EMEIEF,3.596741
JORGE MARI PROF EMEI,3.570358
GERSON ORNELAS DE AVILA EMEI,3.132609
IZAURA MAZETTO PROFA EMEI,2.89625
CIMEI PROFA HORTENCIA FORNARI NOVO,1.658903
JOSE JURANDYR PIVA PROF EMEIEF,3.801885
ARNALDO ROSSI PROF EMEIEF,3.762815
HENRIQUETA BROGLIO GANZAROLLI CIMEI,2.425466
HUMBERTO PIVA EMEF,3.396708
AIRTON POLICARPO DOUTOR EMEF,2.988533
ROTARY CLUB DE PEDREIRA CEMEI,2.30245
ANTILIA NIERO VICENTINI CIMEI,2.0258
ZULMAR DEOCLECIA PINTOR BERNARDES PROFA EMEF,3.334627
MARIA ELISA VICENTIM PINTOR PROFESSORA EMEF,3.110846
DALVA MARIA BUENO DE MIRANDA MENONCELLO PROFA CIMEI,2.586196
GENNY PANTALEAO LUCIO CENTRO INTEG MUN DE ED INFANTIL,2.707544
LUIZ BORTOLETTO,2.814996
ANA FERRARI ROSSI,2.017713
ANTONIO DE BENEDICTIS PROF DR,2.107596
FRANCESCO ROMANO CRECHE EMEI,3.20121
CLOVIS MANFIO PROF EMEF,3.841822
EMEI PROF GIUSEPPINA DI LORETO SAMPAIO,2.520537
OTAVIANO SOARES ALBUQUERQUE,2.86575
TRES BARRAS,2.341615
DIRCEU ROVARI PROFESSOR EMEF,3.036389
ESCOLA MUN DE EDUCACAO INFANTIL PICA PAU AMARELO,1.630878
BAIRRO MANOEL DA NOBREGA EMEIF,1.385641
AGNELLO LEANDRO PEREIRA PROFESSOR EMEF,2.956522
EMEIF MARIA IGNEZ GONCALVES PETTENA,1.696935
JOSE PEREIRA SOARES EMEF,2.102928
CLAUDIO MARIETTO CACAU CENTRO DE EDUCACAO INFANTIL,3.319812
BAIRRO DOS MARIANOS EMEIEF,1.615613
BAIRRO SAO LOURENCINHO EMEF,0.927795
BAIRRO DAS AMOREIRAS EMEF,1.235248
FRANCISCO DRAUSIO FERREIRA CENTRO DE EDUCACAO INFANTIL MUNICIPAL PROFESSOR,2.722694
LUIZ CHRISOSTOMO DE OLIVEIRA,2.835746
CARLOS SAMPAIO FILHO DOUTOR,3.379213
YONE DIAS DE AGUIAR PROFESSORA,2.745775
JOAO JORGE GERAISSATE ETEC,3.415929
ADELINO PETERS,2.505966
AUGUSTO PEREIRA DE MORAES,2.946665
ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA,2.804434
MONTAHA GIBARA AYUB PROFA EMEF,3.215964
HARUME KUBOTA DA SILVA PROFA EMEF,3.463185
DARCY APARECIDA BURANELLO MARIN PROFA EMEF,3.15088
VILA APARECIDA EMEI DA,3.399068
ALPHAVILLE CEIM,2.519022
VILA FATIMA EMEI DA,2.222222
